to keywords	 肺动脉闭锁(pulmonary atresia,PA)是先天性心脏病中的一种复杂的心脏圆锥隔畸形,发病率为活产婴儿的0.42/1 万,它是圆锥动脉干的正常发育受到影响所致,多合并房间隔缺损(atrial septal defect,ASD)、室间隔缺损(ventricular septaldefect,VSD)、右心发育不良、主动脉骑跨、动脉导管未闭(PDA)等多种心内外畸形.其血流动力学特点为右心血通过ASD 或VSD 流入左心系统,肺动脉血流完全来自主动脉系统. 肺动脉闭锁患儿TBX1缺失分析	肺动脉闭锁_患儿_主动脉_右心发育不良_先天性心脏病_动脉导管未闭_圆锥动脉干_室间隔缺损_肺动脉血流_房间隔缺损_左心系统_正常发育_力学特点_畸形_动脉系统_血流动_心血通_发病率_自主_婴儿
to keywords	研究下红岩堆积体的稳定性对拟建水电站大坝和附属水力设施的布置和安全有着重要的意义.本文在深入分析该堆积体基本特征的基础上,以地形地貌、变形破坏迹象及物质组成特征的差异性为依据,对其进行了工程地质分区;在此基础上,对该堆积体成因及今后变形机理进行了论述,重点分析影响堆积体稳定性的诱发因素;最后采用极限平衡法计算了堆积体整体(分区)以及局部稳定性.计算结果为分析目前堆积体的稳定状况及预测其可能造成的工程危害性提供了评价基础. 西南某水电站坝肩堆积体基本特征及稳定性研究	水电站_下红岩堆积体_工程地质分区_变形机制分析_危害性评价
to keywords	金融是现代经济的核心,金融发展滞后必将影响经济发展.本文认为,我国城乡之间经济发展存在巨大差异的重要原因之一就是我国城乡之间金融发展存在巨大差距,呈现典型的"二元结构",并表现在城乡存贷款、金融资产规模、金融相关率、金融市场发展等多个方面. 中国城乡金融二元结构强度分析	金融二元结构_城乡金融发展
to keywords	近代以来,中国武术以其独特的适应性经受社会选择的同时,自身形式、内容、功能等各方面都发生了巨大的变化.武术的变化是渐进的.本文试图从宏观上把握武术变化的渐进过程与方向,在全面思考基础上,对未来武术的发展做出合理性的建议. 对21世纪中国武术发展的思考	武术_发展_思考
to keywords	我国的城镇化是影响世界社会经济发展的重大事件，也是我国党和政府高度重视的工作。欧洲是现代城镇化的发源地，城镇化水平和城乡一体化程度很高。通过对国内外欧洲城镇化研究成果的梳理发现，我国对整个欧洲城镇化的研究关注的都是城市社会之前的城镇化，与我国当下的城镇化发展阶段有所错位；我国对欧洲主要国家的城镇化研究，与欧洲学者相比，无论在领域、深度和广度上均有较大的差异。为了更好地为我国当下实施的新型城镇化战略提供借鉴作用，我国今后对欧洲城镇化的研究在重视研究的深度广度的同时，还需要更加重视问题导向。 欧洲城镇化研究进展	欧洲_城镇化_城市社会_借鉴
to keywords	通过对传统数字滤波和Birge-Massart小渡阈值法的比较,对光反馈自混合干涉信号进行了去噪研究.构建了光反馈自混合干涉理论模型,通过对其仿真波形和实测波形的处理,比较了加权平滑滤波、有限长单位冲激响应滤波器和小波阀值法的去噪效果,结果表明,小波阑值去噪方法明显优于另外两种传统的滤波方法,具有更好的去噪效果. 小波阈值法在光干涉信号除噪中的应用	光反馈自混合干涉_信号去噪_小波变换_Birge-Massart阀值法
to keywords	分析了我国城市生活垃圾的组成成分,阐述了对我国城市生活垃圾中的废旧塑料进行分选和资源化利用的必要性.提出了从城市生活垃圾中分选塑料和对分选出的塑料进行资源化制板的新技术,给出了塑料分选过程的运动参数和板材的性能参数,解决了垃圾破碎、缠绕、变重和塑料相容性等关键技术问题,制作的板材技术指标符合建筑材料的应用要求. 生活垃圾塑料分选及利用技术研究	城市生活垃圾_塑料分选_变重_资源化_塑料板
to keywords	利用基于有限元方法的ADCIRC模式，并耦合SWAN波浪模式，建立了一个适用于长江口及其邻近海区风暴潮的数值预报模式。该模式采用对岸线有较好拟合能力的无结构网格，综合考虑了波浪、天文潮、风暴潮、径流相互作用。利用该模型对长江口及其邻近海区一系列台风风暴潮进行后报检验，计算结果与实测资料有较好的一致性。最后，利用建立的模式，针对影响长江口地区的两类典型路径台风———近转向型台风和登陆型台风，讨论了气压、风应力、台风路径等因素对增水的贡献；并对台风移动路径与外高桥实测增水强度进行统计分析，给出了台风移动路径、气压梯度和增水强度的定量关系。 长江口及其邻近海区无结构网格风暴潮预报系统的研制与分析	ADCIRC_风暴潮_台风路径
to keywords	生物冶金技术是一种针对贫、杂、细矿石十分有效的方法,具有传统选冶方法不可比拟的优点.胞外聚合物(Extracellular Polymeric Substances,EPS)对生物冶金过程中的金属硫化矿的溶解有着非常重要的作用.通过紫外分光光度计对硫酸法和甲醛-NaOH法提取的EPS及其与金属离子的作用进行了分析,结果表明胞外聚合物仅与Fe2+发生了络合,从而验证了胞外聚合物是通过与其络合的Fe3+的氧化作用来溶解金属硫化矿物的. 紫外可见分光光度法对EPS与金属离子的相互作用的研究	生物冶金_EPS_硫酸法_甲醛-NaOH法_紫外分光光度法
to keywords	本文讨论了平板式回路热管在三种不同情况下启动的温度分布,发现回路热管在平放且内部的汽液分布与正常运行时相同的情况最容易启动.讨论了不同功率下回路热管正常运行后的震荡性,发现回路热管随加热功率的增大出现了三次温度相对稳定与振荡的交替.在最大功率下的震荡可能是由于蒸发器底部到补偿室的热泄漏增大而导致.讨论了回路热管在相对稳定运行时的传热特性,发现当倾斜角为90°时,180 W的加热功率对应的蒸发器底部为79℃,此时回路的热阻为0.26K/W. 高效平板式两相回路热管的实验研究	平板式两相回路热管_热启动特性_实验研究
